chat_user;dialog_str;line;request_text;result;sure_topic;type
693db33cf48d95668eb521ed; driver\nBarev dzez.kaseq? Xi indz biznesi u +i patverner chi galis.hazaric mek.amen or ashxatum em 12 jam u avel.@ngernerov misht kangnum enq iran varkanish@ iminic cacra iranc galisa indz che\n\n driver\nTe vor konfort em miacnum asum eq ena varuma eli xi biznes tanq vor\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n driver\nTeseq konfort@ anjataca patver chka\n\n driver\nInadu eq anum?\n\n operator\nԱրդեն ստուգում եմ ձեր հարցին առնչվող տեղեկությունները, բայց կարող է մի փոքր ժամանակ պահանջվել։ Կկապվեմ ձեզ հետ անմիջապես, հենց որ ամեն ինչ իմանամ։\n\n driver\nHa haskacanq de patasxaneq te vagneq patasxanelu.erek grel ei ski eti cheq patasxNel.menak et avtomatacvac barerneq ugarkum\n\n operator\nԱրդեն ստուգում եմ մանրամասները: Անմիջապես կկապվեմ ձեզ հետ, երբ ամեն ինչ պարզեմ: Շնորհակալություն սպասելու համար։\n\n driver\nHa haskacanq patasxaneq\n\n operator\nՊատվերների բաշխումն ավտոմատ է. համակարգն ընտրում է ամենամոտ մեքենան, որը համապատասխանում է ըստ սակագնի։ Իսկ եթե մեքենաները մի քանիսն են, հաշվի է առնվում առաջնահերթությունը։ \n\nԱջակցման ծառայությունը չի կարող ձեզ համար ուղևորություն ընտրել կամ փոխել ձեր ուղղությունը։\n\n driver\nInch avtomat inch eq asum.asum em amen or el eta.@ngernerov kangnac enq iranc galisa indz che\n\n driver\nBa eti vonc kbacatreq.\n\n driver\nIranc varkanish@ iminic cacra\n\n driver\nVagneq patasxanelu?\n\n operator\nՄի փոքր ժամանակ տվեք, որպեսզի ամեն ինչ ստուգեմ։ Շուտով կվերադառնամ։;intl_arm_driver_premium;Vagneq patasxanelu?;hy;Drugoe;drivers
694ba431f48d95668ecb8a94; driver\nमेरो कुन पार्टनर होनी कहा जाने मा;organisations/yandex/lines/taxi-intl-nepal-driver;मेरो कुन पार्टनर होनी कहा जाने मा;ne;Drugoe;drivers
694cfa69f48d95668ec81e5f; driver\nZakas ne atkas buvoti\n\n driver\nAtkas qimedigan zakas berilar;intl_uzb_driver;Atkas qimedigan zakas berilar;uz;Drugoe;drivers
6935089af48d95668e7b7bd0; driver\nהיי בוקר טוב נשכח טלפון במונית\n\n operator\nשלום!🤗\n\nקיבלנו את הודעתך ואנחנו כבר בודקים את כל הפרטים. אם תידרש עזרתינו במשהו נוסף, אנחנו נחזור אליך בהקדם האפשרי.\n\nתודה לך על הסבלנות😇\n\n operator\nבבקשה תיתן את האישור שלך להעביר לנוסע את מספר הטלפון שלך לתיאום החזרת החפץ שנשכח 🙏\n\n driver\nמאשר;intl_isr_driver;מאשר;he;Drugoe;drivers
6954f094f48d95668ebdd5d2;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;mera name galt ho gya hy kindly mera name change kar de;ur;Drugoe;drivers
694222a1f48d95668ebaff8a; driver\nМаршрут не находит, проблема срочно решите;intl_ru_driver;Маршрут не находит, проблема срочно решите;ru;Drugoe;drivers
6957986bf48d95668e850642; driver\nमेरो 29 तरिक्को बोनोस निन अयन\n\n operator\nनमस्कार,\n\nम अहिले यो समस्याको बारेमा हेरिरहेको छु र सकेसम्म चाँडो तपाईंलाई सम्पर्क गर्ने छु। \n\n operator\nसम्पर्क गर्नुभएकोमा धन्यवाद।\nहामीले तपाईंका सवारीहरूको अनुसन्धान गरेका छौँ र हाम्रो सेवाको नीतिअनुसार बोनसका लागि तिनीहरूमध्ये केही योग्य नभएको पायौँ। केही अर्डरहरू बोनस प्राप्त गर्नका लागि जानाजानी गरिएको देखिएको छ।\n\nभविष्यमा बोनसहरूमा नछुट्नका लागि कृपया निम्न मार्गनिर्देशनहरू पालना गर्नुहोस्:\n\n• सकेम्म कम अर्डर मात्र छाड्ने प्रयास गर्नुहोस्। तपाईंलाई विश्राम चाहिएमा तपाईं व्यस्त मोडमा स्विच गर्न सक्नुहुन्छ र तपाईंले पहिलेकोमा स्विच नगरेसम्म कुनै पनि अर्डर प्राप्त गर्नु हुने छैन।\n• तपाईं ग्राहक वा पार्सलका साथमा अन्तिम गन्तव्य स्थानमा पुगेपछि मात्र सवारी पूरा भएको भनी चिन्ह लगाउनुहोस्।\n• नियमित सेवा वर्गमा ग्राहकबिना वा डेलिभरी सेवा वर्गमा पार्सलबिना सवारीहरू नलिनुहोस्।\n\nमलाई आशा छ कि यसले परिस्थिति स्पष्ट पार्छ र तपाईंलाई भविष्यमा थप बोनसहरू प्राप्त गर्न मद्दत गर्छ।\nतपाईंसँग अरू कुनै प्रश्न भएमा कृपया हामीलाई फेरि सम्पर्क गर्न नहिचकिचाउनुहोस्।\n\n driver\nमैले 29 तारिक्को दिन्मा ता रामरै गरेको छु त कुन टृप मा तेस्तो समस्या देखाउनु भयो भनुस्त\n\n operator\nTapaika orderharu hamro system dwara automatic ra hamro team dwara manual rupma pani dherai patak janch gariyeka thiye. Kehi rides haru bonus paunaka lagi matra gariyeko pushti bhayeko cha. \n\nHamro sewako niyam anusar, yasta awastha haruma bonus pradan garidaina.\n\n driver\nअनि आज एउटा ग्राहकलाइ  जम्मा 7 मिटर मात्रै  पुराको अनि येस्मा चाहि के हुन्छ;organisations/yandex/lines/taxi-intl-nepal-driver;अनि आज एउटा ग्राहकलाइ  जम्मा 7 मिटर मात्रै  पुराको अनि येस्मा चाहि के हुन्छ;ne;Drugoe;drivers
6936f3d6f48d95668e0ec705; driver\nBarev dzez,vonc haskananq im mot es verjin patver@ tvela 1400.haselem tex 1200 grec;intl_arm_driver;Barev dzez,vonc haskananq im mot es verjin patver@ tvela 1400.haselem tex 1200 grec;hy;Drugoe;drivers
694a3b37f48d95668eb89d9b; driver\nE zerikti bunaqa isqir klentlardan kelasan yurip kutasan vaxt Gaz  sariflap atkaz qilishadi qamaqa chora koraslar bunaqa xarom xorlarga\n\n operator\nAssalomu alaykum!\n\nXabar berganingiz uchun rahmat. Bunday vaziyatga duch kelganingizdan afsusdaman — vaqtingizni behuda sarfladingiz. Endi bu foydalanuvchi bizning nazoratimiz ostida. Agar bekor qilish davom etsa, u boshqa xizmatdan foydalana olmaydi.\n\nIlgari, shunga o'xshash vaziyatda sizga promokod berilgan edi. Afsuski, biz ularni har bir bekor qilishdan keyin bera olmaymiz, lekin men ushbu foydalanuvchiga albatta chora ko'raman.\n\n driver\nAfsuslanishdan boshqa narsanyam qoyil qililar faqat shu shopirlar aybdor\n\n driver\nQoplab berilar yurgan yolimi ketkan vaxtimi\n\n operator\nSoʻrovingiz asosida maʼlumotni tekshiryapman, ammo bunga biroz vaqt talab etilishi mumkin. Hammasini aniqlab, darhol siz bilan bogʻlanaman.\n\n driver\nShu klentni ichki ishlarga yozib bermoqchiman manga danisi bering\n\n driver\nAlooo\n\n operator\nMenga buyurtma raqami kerak – uni menga yozib yuboring. Yoki safar manzili, sanasi va vaqtini ham yuborishingiz mumkin, bu ham qoʻl keladi.\n\n driver\nPromo kod berilar;intl_uzb_driver;Promo kod berilar;uz;Drugoe;drivers
693c303df48d95668e8fc1a7; driver\nbarev dzez uzum em haskanam es dzer cragir@ indza eshi tex dnum te dzez\n\n driver\nberum hascnuma ayraport yanim stex liq@ patver ka hasnum enq stex qaxaqic patvera talis;intl_arm_driver;berum hascnuma ayraport yanim stex liq@ patver ka hasnum enq stex qaxaqic patvera talis;hy;Drugoe;drivers
69342e30f48d95668eb88a46; driver\n8048995 यो राइड लिने केटिले आउट लोकेसन द्जेरै घुमायो र सर पोइसा पनि नदिकन  भागि;organisations/yandex/lines/taxi-intl-nepal-driver;8048995 यो राइड लिने केटिले आउट लोकेसन द्जेरै घुमायो र सर पोइसा पनि नदिकन  भागि;ne;Drugoe;drivers
6946c2b1f48d95668e09fa85;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;SIR DRIVER NE 18 DECEMBER KA APNA TARGET COMPLETE KIA HA RIDES KI JANCH BHI KI HA TAMA RIDE RULE KI MUTABIK HEN SYSTEM MN ERROR KI WJA SE GOAL BONUS ADD NI HUWA AP IS KA BONUS REFEUND KARWA DEN;ur;Drugoe;drivers
6938c168f48d95668eb41647;;organisations/yandex/lines/taxi-intl-peru-driver;Oigan conoces abusivo o qué no me estés mandando pura tarjeta tarjeta salta pero yo también quiero ganar pero quiero llevarme alguito picholo todavía ni siquiera me paga el banco estoy mission mi gas apenas sea malo pe trate de mandarme así no canta tarjeta pues que yo tampoco no soy esclavo que papu;es;Drugoe;drivers
694bd2ebf48d95668eeecec4; driver\nYo tip ma passenger cancel garda kina pro labal gayeko sir9217592\n\n driver\nOne-way bato ma kasari\n\n operator\nनमस्कार,\n\nम अहिले यो समस्याको बारेमा हेरिरहेको छु र सकेसम्म चाँडो तपाईंलाई सम्पर्क गर्ने छु। \n\n driver\nLinu janu tapai aafai bhanu ta\n\n driver\nKina pro label gateko ke;organisations/yandex/lines/taxi-intl-nepal-driver;Kina pro label gateko ke;ne;Drugoe;drivers
69386a3df48d95668eaead87; driver\nЕс пндумем 200ухеворнериц ми канисн бохокумен 10ов 4.99иц ичнума4.88иск мнацац ухеворнерн вор чен бохокел  кам лавен гнаател да чи гнаатвум;intl_arm_driver;Ес пндумем 200ухеворнериц ми канисн бохокумен 10ов 4.99иц ичнума4.88иск мнацац ухеворнерн вор чен бохокел  кам лавен гнаател да чи гнаатвум;hy;Drugoe;drivers
693b9465f48d95668e84d77d; driver\nሰላም;taxi_intl_eth_drivers;ሰላም;am;Drugoe;drivers
69541e5df48d95668eedbefe; driver\nBarev dzes ejs normala patver chem stanum mi hat knaek ?;intl_arm_driver;Barev dzes ejs normala patver chem stanum mi hat knaek ?;hy;Kesran;drivers
694fbc0af48d95668e93d5ec; driver\nes chem nkatel uxevorna asel indz vor taca u nstela etevi sidelnikin dranic heto es chem qshe vonc tesnum eq;intl_arm_driver;es chem nkatel uxevorna asel indz vor taca u nstela etevi sidelnikin dranic heto es chem qshe vonc tesnum eq;hy;Drugoe;drivers
6951cad2f48d95668e98e5fa; driver\nBuna seara dece imi blocheaza contul din cauza ca nu merg eu la volan?\nInafara de mine nu merge nimeni \nDeblocati varog contul ca sa pot lucra;intl_rou_driver;"Buna seara dece imi blocheaza contul din cauza ca nu merg eu la volan?
Inafara de mine nu merge nimeni 
Deblocati varog contul ca sa pot lucra";ro;Drugoe;drivers
69561a46f48d95668e64c79f; driver\nALPER ÜNLÜEL\nyolcu 10 dakika beklemiştir bekleme ücreti talep ederiz\n\n operator\nMerhaba!\n\nBize ulaştığınız için teşekkür ederiz.\nKonu hakkında hemen bir inceleme başlatıyorum.\n\nGerekli kontrolleri yapıp ilgili ekiple iletişime geçeceğim.\nYeni bir bilgi aldığımda size en kısa sürede dönüş yapacağım.\n\n operator\nSürücünün profilini kontrol ettik: Pro Seviyesi puanları düşmemiş.\n\nEğer sipariş kurallara uygun şekilde iptal edildiyse, Pro Seviyesi etkilenmez. Örneğin, sürücünün siparişi iptal etmesi gerekiyorsa, kullanıcının belirlediği alım  noktasında 10 dakika bekledikten sonra iptal etsin — bu durumda puanlar düşmez.\n\nEğer başka sorularınız olursa mutlaka yazın. Yardımcı olmaktan memnuniyet duyarız!\n\n driver\ndüşmedi zaten telafi ücret talep ederiz\n\n operator\nBazı detayları hızlıca netleştirip derhal cevap vereceğim.\n\n operator\nSiparişin gerçekleşmediği için üzgünüz.\n\nBu sipariş için nakit ödeme yöntemi seçildiği için bir tazminat vermek mümkün değil - bunun için henüz gerekli araçlara sahip değiliz.\n\n driver\nama sürücünün beklediği süre nolucak bunu kabul etmemekteyiz;organisations/yandex/lines/taxi-intl-turkish-parks;ama sürücünün beklediği süre nolucak bunu kabul etmemekteyiz;tr;Kesran;drivers
695633f4f48d95668eab269d;;organisations/yandex/lines/taxi-intl-peru-driver;Buenos días aurita ávido un problema con un cliente llegó dónde dice el destino la última parada y quería q le dejé más aya de dos cuadras se pone malcriada mentira la puerta con el cinturón ay un fierro lo tira con la luna de ventana y con un bastón quiso romper por no dejarle más aya se pone a insultar me dice peruano de mierda muerto de hambre 10407197;es;Drugoe;drivers
6952e5edf48d95668eae59c1; driver\nКак связаться 3338831 этим пассажиром\n\n driver\nНомер заказа 3338831;intl_ru_driver;Номер заказа 3338831;ru;Drugoe;drivers
6952524bf48d95668e84ffca; driver\nBarev cez im het kaseq vor jaminen kapnvelu video kantroli hamar\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։;intl_arm_driver_premium;Barev cez im het kaseq vor jaminen kapnvelu video kantroli hamar;hy;Drugoe;drivers
693a945ef48d95668e29ce51; driver\nPickup location ni mildaina destination ni mildaina k ho yesto sir;organisations/yandex/lines/taxi-intl-nepal-driver;Pickup location ni mildaina destination ni mildaina k ho yesto sir;ne;Drugoe;drivers
694283e9f48d95668e1db33d; driver\nЙул хаки жуда пас нархлар  тош ёгсахам к,ор ёгсахам бирхил шафёрланхам уйланглар;intl_uzb_driver;Йул хаки жуда пас нархлар  тош ёгсахам к,ор ёгсахам бирхил шафёрланхам уйланглар;uz;Drugoe;drivers
6949efb1f48d95668ea64b74; driver\nBuenos días solicito la revisión y reposición de mi Bono semanal del modo flex,  ya que no me figura en mi saldo y he completado la cartilla semanal sin realizar ningún tipo de fraude gracias de antemano;organisations/yandex/lines/taxi-intl-peru-driver;Buenos días solicito la revisión y reposición de mi Bono semanal del modo flex,  ya que no me figura en mi saldo y he completado la cartilla semanal sin realizar ningún tipo de fraude gracias de antemano;es;Drugoe;drivers
693259d4f48d95668eaa59dc; driver\n2164970 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо\n\n operator\nAssalomu alaykum!\n\nXabar berganingiz uchun rahmat. Bunday vaziyatga duch kelganingizdan afsusdaman — vaqtingizni behuda sarfladingiz. Endi bu foydalanuvchi bizning nazoratimiz ostida. Agar bekor qilish davom etsa, u boshqa xizmatdan foydalana olmaydi.\n\nIlgari, shunga o'xshash vaziyatda sizga promokod berilgan edi. Afsuski, biz ularni har bir bekor qilishdan keyin bera olmaymiz, lekin men ushbu foydalanuvchiga albatta chora ko'raman.\n\n driver\nИлгари камайтирилган комиссия промокод берилмаган\n\n operator\nSoʻrovingiz asosida maʼlumotni tekshiryapman, ammo bunga biroz vaqt talab etilishi mumkin. Hammasini aniqlab, darhol siz bilan bogʻlanaman.\n\n driver\n2164658 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо\n\n operator\nMenga tekshirish uchun biroz vaqt kerak, tez orada qaytaman.\n\n driver\n2166667 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо\n\n operator\nBiz allaqachon tafsilotlarni tekshirmoqdamiz. Biz sizga imkon qadar tezroq qaytamiz va ma'lumotlar paydo bo'lishi bilanoq xabar beramiz.\n\n operator\nSizni tushunaman, bu yoqimsiz vaziyat – axir siz allaqachon buyurtmalar tomon yo‘l olgansiz.\n\nAgar foydalanuvchi mashina yetib keladigan joygacha 150 metrdan ortiq masofa qolganda buyurtmani bekor qilsa, bekor qilish to‘lovi qoplanmaydi.\n\nBuyurtma naqd pulsiz bo‘lsa, siz mashina yetib keladigan joygacha 300 metrdan kam masofa qolganda “Yetib keldim” tugmasini bosgan bo‘lsangiz, mashinani olib kelish uchun to‘lov qoplanadi.\n\nFoydalanuvchilarning bekor qilish holatlari doimiy nazorat qilinadi, agar bunday vaziyatlar ko‘paysa, ularga xizmatdan foydalanish cheklanadi.\n\n driver\nКомпенсация кани унда\n\n driver\n2166900 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо и топливо\n\n operator\nBunday boʻlgani va safar amalga oshmaganidan afsusdaman. \n\nBu buyurtma naqd pulda, shu sababli uni qoplash imkonsiz — bizda buning uchun kerakli vositalar yoʻq.\n\n driver\nКамайтирилган комиссия промокод берилмаган\n\n driver\n2166900 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо\n\n driver\n11711245 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо и;intl_uzb_driver;11711245 нега отмен килади кетган вакт ва сарфланган бензин пулини ким тулаб беради компенсация за дорогу и топливо и;uz;Plata_za_otmenu;drivers
694227c4f48d95668e0be746; driver\n14 December ma aunu parne bonus 2000 ajhai Ako chaina\n25 ota trip maile  Mathi ko niyam anusar nai garako ho\nKehi najanera  mistake bhako bhaye yepali Lai  samjhai dinus Tara bonus haldinus;organisations/yandex/lines/taxi-intl-nepal-driver;"14 December ma aunu parne bonus 2000 ajhai Ako chaina
25 ota trip maile  Mathi ko niyam anusar nai garako ho
Kehi najanera  mistake bhako bhaye yepali Lai  samjhai dinus Tara bonus haldinus";ne;Drugoe;drivers
694e3eccf48d95668ec92a9b; driver\nHello sir k ho reqeust nai aauna xodeuta mero ma ta kina??\n\n operator\nनमस्कार,\n\nम अहिले यो समस्याको बारेमा हेरिरहेको छु र सकेसम्म चाँडो तपाईंलाई सम्पर्क गर्ने छु। \n\n operator\nTapai sanga orders ko access chha, maile tapai ko profile check gareko xu. Ma sujhab dinchu ki tapai app ko map ma purple le mark gareko area tira jaanu hos. Tyahi thau ma ahile sabai bhanda dherai orders aairaheko chha.\n\n driver\nHait aaile chai kata xa ra purple zone hawa kura nagarnu holo??;organisations/yandex/lines/taxi-intl-nepal-driver;Hait aaile chai kata xa ra purple zone hawa kura nagarnu holo??;ne;Drugoe;drivers
694613f8f48d95668eba8759; driver\nकस्टमरले राइड बुक गर्दाखेरिहामीले एक्सेप्ट गरे अनि पछि एक्सेप्ट गरेर अनि पछि फोन गर्दाखेरि डाइरेक्ट फोन गर्ने फिचर्स छैन पहिला थियो। अहिले हटाइदिनुभएको यस्तोले धेरै गाह्रो भइरहेको छ धेरै समय खर्च भइरहेको छ। कल गर्न नपाएर एकदम हरामी;organisations/yandex/lines/taxi-intl-nepal-driver;कस्टमरले राइड बुक गर्दाखेरिहामीले एक्सेप्ट गरे अनि पछि एक्सेप्ट गरेर अनि पछि फोन गर्दाखेरि डाइरेक्ट फोन गर्ने फिचर्स छैन पहिला थियो। अहिले हटाइदिनुभएको यस्तोले धेरै गाह्रो भइरहेको छ धेरै समय खर्च भइरहेको छ। कल गर्न नपाएर एकदम हरामी;ne;Drugoe;drivers
6947a33df48d95668e8ee982; driver\nHa heto injkan petka hamperatar linenk zakas kutan u atmen kenen miat nayek injkanen etpes ere;intl_arm_driver;Ha heto injkan petka hamperatar linenk zakas kutan u atmen kenen miat nayek injkanen etpes ere;hy;Drugoe;drivers
694957a6f48d95668ed87a4b; driver\nЗдравствуйте  я лишний денег отдал\n\n driver\nЗдачи\n\n operator\nЗдравствуйте!\n\nСпасибо за ваше сообщение. Представляю, как это повлияло на вашу работу. Сейчас уточню все у коллег и сразу же вернусь к вам с ответом.\n\n driver\nЗаказ бил от улица шейхонча  . Атабая ешонов;intl_ru_driver;Заказ бил от улица шейхонча  . Атабая ешонов;ru;Drugoe;drivers
694db942f48d95668eb40841; driver\nmekaifebit bliad sadgac gadakargulshi mishvebt\n\n driver\nShekvetas aridzlevit normalurs aravitars bliad;intl_geo_driver;Shekvetas aridzlevit normalurs aravitars bliad;ka;Drugoe;drivers
6957b19ef48d95668e87a09e; driver\nЯ доехал до точки, ожидал но просто так отменили заказ.;intl_ru_driver;Я доехал до точки, ожидал но просто так отменили заказ.;ru;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
6946dedbf48d95668ec0fb43; driver\nMen hisobimdan pul yecholmayapman\n\n driver\nQanday qilsam buladi;intl_uzb_driver;Qanday qilsam buladi;uz;Drugoe;drivers
6943e448f48d95668ea739c9; driver\nمرحبا\n\n operator\nمرحباً،\n\nشكراً لتواصلك معنا. تم استلام استفسارك، وهو قيد المراجعة حالياً. سيقوم أحد ممثلي خدمة العملاء بالتواصل معك قريباً.\n\nنحرص على معالجة جميع الاستفسارات وحلها خلال 24 ساعة.\n\nشكراً لكم على صبركم.\n\n driver\nحملت صور السياره بس ما ردو عليي اجتاز الصور\n\n driver\nالموضوع ف التحقق من الصور صار أكثر من 4 ساعات;organisations/yandex/lines/taxi-intl-oman-drivers;الموضوع ف التحقق من الصور صار أكثر من 4 ساعات;ar;Drugoe;drivers
6940daeff48d95668e7cae4e;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;"Assalam o Alaikum,

Hamein aapki darkhwast moosool ho gayi hai jiski tamaam tafseelaat ko achi tarah se check kiya ja raha hai. Agar is mamlay ko hal karne mein apki madad chahiya hui, to hum aap se jald az jald raabta karenge.";ur;Drugoe;drivers
69366f64f48d95668e237f82; driver\n5064184არმიმიᲦია ბალანსზე;intl_geo_driver;5064184არმიმიᲦია ბალანსზე;ka;Drugoe;drivers
69485b86f48d95668e2e813f; driver\nBonsoir je souhaite annuler ma commande en cours\n\n driver\nCar le client n'est pas joignable;intl_civ_driver;Car le client n'est pas joignable;fr;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
693ea78ff48d95668ee7e67d;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;SIR DRIVER KA KAL KA GOL COMPLETE HA LEKIN GOAL BONUS ADD NI HUWA KIA ISSUE HA KINDLY RESOLVE TID ISSUE ASAP;ur;after_the_ride_didnt_get_a_bonus;drivers
693263aff48d95668e935adb; driver\nRiderchala ko bela oder aarahenchh tes lai close garne kasari garne ho;organisations/yandex/lines/taxi-intl-nepal-driver;Riderchala ko bela oder aarahenchh tes lai close garne kasari garne ho;ne;Drugoe;drivers
6949aabcf48d95668eeb890d; driver\n2 sata nisam dobio nijednu voznju, pa da proverim dal je sve okej sa aplikacijom ili...;intl_srb_driver;2 sata nisam dobio nijednu voznju, pa da proverim dal je sve okej sa aplikacijom ili...;sr;Drugoe;drivers
69467af8f48d95668e6a2e46; driver\nBekor qilmasdan kutib turing degani uchun kutgandim 20 minut kutganimdan keyin atkaz qivordi\n\n driver\nShu buyurtma;intl_uzb_driver;Bekor qilmasdan kutib turing degani uchun kutgandim 20 minut kutganimdan keyin atkaz qivordi;uz;Otzyv_o_passajire_Ne_vysel_ili_otmenil_na_polputi;drivers
69510313f48d95668e20e9cc; driver\nSalom qarelada kecha kechga bubun xozir klentga borucdim 20 minut kuttim chiqmadi sila bir chora yoki shafyorlaga yordam berasilami yuqmi yoki uzlaringni foydalaringga chora kurasilami;intl_uzb_driver;Salom qarelada kecha kechga bubun xozir klentga borucdim 20 minut kuttim chiqmadi sila bir chora yoki shafyorlaga yordam berasilami yuqmi yoki uzlaringni foydalaringga chora kurasilami;uz;Drugoe;drivers
693d49f7f48d95668e9cf588; driver\nХаммага инсоф берсин;intl_uzb_driver;Хаммага инсоф берсин;uz;Drugoe;drivers
693501e1f48d95668e06958d; driver\nMero hejo ko last ride hejo nai complete vako thiyo fari aagi po dakhauda  rahexa completed  banara;organisations/yandex/lines/taxi-intl-nepal-driver;Mero hejo ko last ride hejo nai complete vako thiyo fari aagi po dakhauda  rahexa completed  banara;ne;Drugoe;drivers
693baa3ff48d95668ebf6ff8; driver\nSy\n\n driver\nSalom\n\n driver\nNimaga narx pas\n\n operator\nAssalomu alaykum!\n\nMen sizning xabaringizni ko'rmoqdaman, men hamma narsani diqqat bilan tekshiraman. Agar bizning yordam kerak bo'lsa - men javob bilan tez orada qaytaman.\n\n driver\nYoki manga shunaqa past berolyabdimi\n\n operator\nNarxlar oshadigan boʻlsa, taksida ketishga tayyor odamlar kamayadi. Ular jamoat transportida yoki piyoda ketishadi, safarlar kamayadi va sizning daromadingiz pasayadi. \n\nBiz vaziyatdan yaxshi xabardormiz. Imkon paydo boʻlsa, shartlar qayta koʻrib chiqiladi.\n\n driver\nShofirni xam oʻylaydimi\n\n operator\nMenga tekshirish uchun biroz vaqt kerak, tez orada qaytaman.\n\n driver\nSalom\n\n driver\nOldingi zakaz puli yechildimi\n\n operator\nBiz allaqachon tafsilotlarni tekshirmoqdamiz. Biz sizga imkon qadar tezroq qaytamiz va ma'lumotlar paydo bo'lishi bilanoq xabar beramiz.\n\n driver\nNima boʻldi\n\n driver\nNima axvol bu oʻzi ertalabdan beri oʻlik ish 8 san beri 100\n\n driver\nBoʻlmagan\n\n driver\nAlo\n\n driver\nNima boʻldi\n\n driver\nNima boʻldi\n\n driver\nPul qani\n\n driver\nXaqatanam ishlab boʻlmay qoldi sizlarda\n\n driver\nNima axvol bu\n\n driver\nQani pul\n\n driver\nAlo;intl_uzb_driver;Alo;uz;Drugoe;drivers
69562cc3f48d95668e011a0c; driver\nАчахорд закас твэц ерэваниц геумри кэс чанпа адмэн арэц  лагод хо чэнг\n\n operator\nԲարև ձեզ։\n\nՄենք ստացել ենք ձեր հաղորդագրությունը․ կաշխատենք պատասխանել հնարավորինս արագ։\n\n driver\nИнч сах иранц кмаачуековэн а\n\n operator\nԿարո՞ղ եք ինձ ուղարկել պատվերի համարը։ Այդպես ավելի արագ կկարողանամ Ձեզ օգնել։\n\n driver\nЧи цуц та им мот атмэн арин нор ми 5 ропэ арач;intl_arm_driver;Чи цуц та им мот атмэн арин нор ми 5 ропэ арач;hy;Drugoe;drivers
693bd123f48d95668efc6b23; driver\nIndz anhimn cacr en gnahatel u aktivutyuns ijela , vonc anenq chisht verahakeq;intl_arm_driver;Indz anhimn cacr en gnahatel u aktivutyuns ijela , vonc anenq chisht verahakeq;hy;Drugoe;drivers
695952d1f48d95668e0cc7b2; driver\nДобрый вечер!\nНомер заказа 164332\nПочему до сих пор не списалось деньги за поездку ❓;intl_ru_driver;"Добрый вечер!
Номер заказа 164332
Почему до сих пор не списалось деньги за поездку ❓";ru;Gde_den_gi;drivers
6959317af48d95668e072edc; driver\n12447129 am shekveris puli ar momces gaarkviet rame? Madloba\n\n operator\nHi,\n \nI've received your request and will thoroughly check all the details. \n\nI'll get back to you with the next step as soon as possible.;intl_geo_driver;12447129 am shekveris puli ar momces gaarkviet rame? Madloba;ka;Drugoe;drivers
6937dd13f48d95668e045496; driver\nSalam men selfiden kecmisem   ammaki praqram acilmayib;taxi_intl_aze_driver_premium;Salam men selfiden kecmisem   ammaki praqram acilmayib;az;Drugoe;drivers
6932673af48d95668eed238e; driver\nAoa marbane kra ride Dan plz aj;taxi_intl_pak_driver;Aoa marbane kra ride Dan plz aj;ur;Drugoe;drivers
695609d6f48d95668e2fc6ec; driver\nहजुरको यही रेडिमेड जवाफ मात्रै अरु कुनै नयाँ जवाफ हुँदैन;organisations/yandex/lines/taxi-intl-nepal-driver;हजुरको यही रेडिमेड जवाफ मात्रै अरु कुनै नयाँ जवाफ हुँदैन;ne;Drugoe;drivers
6950d08ff48d95668e0df7e2;;organisations/yandex/lines/taxi-prod-intl-partner-urdu;aoa sir mery is driver ka kal ka 27 12 2025 bonas nhi aya aesa q hua please details shear kry or bonas driver ki app me add kry;ur;Drugoe;drivers
